Name,Team,Cl,Ht,Pos,Games,GoalieGames,TotalGoals,GoalsPerGame,TotalAssists,AssistsPerGame,TotalPoints,PointsPerGame,GameWinningGoals,ShotAttempts,ShotsPerGame,ShotsOnGoal,ShotsOnGoalPerGame,ShotAccuracyPct,PKGoals,PKAttempts,PKPct,YellowCards,RedCards,TotalSaves,SavesPerGame,SavePct,Shutouts,GoalieMinutes,GoalsAgainst,GAA
Daniel Santos Rosa,Campbell,Sr.,5-8,D,20,,,,5,,,,,,,,,,,,,3,0,,,,,,,
Luke Schultz,Denver,So.,5-10,M,22,,,,5,,,,,,,,,,,,,0,0,,,,,,,
Aidan Semelsberger,Denver,Sr.,5-5,M,22,,,,5,,,,,,,,,,,,,4,0,,,,,,,
Jeremy Sharp,St. John's (NY),Sr.,5-11,D,18,,,,5,,,,,,,,,,,,,0,0,,,,,,,
Chris Steinleitner,Maryland,Sr.,6-2,M,18,,,,5,,,,,,,,,,,,,4,0,,,,,,,
Connor Stout,Furman,Fr.,5-7,D,23,,,,5,,,,,,,,,,,,,0,0,,,,,,,
Nicolas Tomerius,UConn,Sr.,5-9,M,21,,,,5,,,,,,,,,,,,,0,0,,,,,,,
Michael Vick,Cal Poly,Fr.,5-11,D,20,,,,5,,,,,,,,,,,,,0,0,,,,,,,
Bryce Willoughby,Denver,Jr.,6-2,F,22,,,,5,,,,,,,,,,,,,0,0,,,,,,,
Michael teDuits,Villanova,Sr.,5-9,M,18,,,,5,,,,,,,,,,,,,0,0,,,,,,,
Gavin Roberts,Lindenwood,Sr.,6-2,GK,13,13,,,,,,,,,,,,,,,,0,0,47,3.62,0.839,,1156:23,9,0.700
Kolby Sessions,Utah Valley,So.,6-2,GK,11,,,,,,,,,,,,,,,,,0,0,28,,0.778,,990:00,8,0.727
Leo Stritter,Charlotte,Sr.,6-2,GK,16,16,,,,,,,,,,,,,,,,0,0,47,2.94,0.797,,1453:31,12,0.743
Grant Calvert,Belmont,Sr.,6-2,GK,17,17,,,,,,,,,,,,,,,,0,0,61,3.59,0.824,,1516:16,13,0.772
Kevin Box,UCLA,Sr.,-,GK,10,,,,,,,,,,,,,,,,,0,0,30,3.00,0.789,,920:00,8,0.783
Gino Cervoni,Hofstra,Sr.,6-5,GK,17,,,,,,,,,,,,,,,,,0,0,,,,,1305:00,12,0.828
Will Lowry,Missouri St.,Sr.,6-0,GK,11,,,,,,,,,,,,,,,,,0,0,25,,0.735,,924:19,9,0.876
Matheus Franca,FDU,Jr.,6-2,GK,16,,,,,,,,,,,,,,,,,3,0,32,,0.696,,1407:01,14,0.896
Christian Sekanina,Jacksonville,Sr.,6-1,GK,14,,,,,,,,,,,,,,,,,0,0,42,3.00,0.764,,1280:00,13,0.914
Martin Dominguez,SMU,Sr.,5-11,GK,14,,,,,,,,,,,,,,,,,0,0,38,,0.745,,1260:00,13,0.929
Ryan Poling,Cleveland St.,Sr.,6-0,GK,18,18,,,,,,,,,,,,,,,,0,0,57,3.17,0.770,,1633:44,17,0.937
Sep Habibi,Purdue Fort Wayne,So.,6-2,GK,17,17,,,,,,,,,,,,,,,,0,0,64,3.76,0.800,,1518:44,16,0.948
Michal Mroz,Evansville,So.,6-2,GK,20,20,,,,,,,,,,,,,,,,0,0,57,2.85,0.750,,1800:00,19,0.950
Luca Marinelli,Sacred Heart,Sr.,6-1,GK,16,16,,,,,,,,,,,,,,,,0,1,47,2.94,0.758,,1418:55,15,0.951
Emigdio Lopez,UMBC,Sr.,5-11,GK,17,17,,,,,,,,,,,,,,,,0,0,51,3.00,0.750,,1550:00,17,0.987
Fernando Alves Schmelz,Iona,So.,6-3,GK,15,15,,,,,,,,,,,,,,,,0,0,46,3.07,0.767,,1268:55,14,0.993
Andrew Marotta,LIU,So.,6-0,GK,10,,,,,,,,,,,,,,,,,0,0,36,3.60,0.783,,900:00,10,1.000
Rafael Ponce De Leon,Northwestern,Sr.,6-3,GK,16,16,,,,,,,,,,,,,,,,0,1,47,2.94,0.746,,1439:47,16,1.000
Drew Swancutt,Green Bay,Jr.,5-11,GK,11,,,,,,,,,,,,,,,,,0,0,42,3.82,0.778,,1010:00,12,1.069
Andrej Krivokapic,UAlbany,Jr.,-,GK,12,,,,,,,,,,,,,,,,,0,0,33,,0.717,,1082:00,13,1.081
Peter Van Euwen,Bellarmine,Sr.,5-11,GK,17,17,,,,,,,,,,,,,,,,0,0,52,3.06,0.743,,1485:17,18,1.091
Alfred Mikkelsen,Fla. Atlantic,Fr.,6-0,GK,14,,,,,,,,,,,,,,,,,0,0,39,,0.722,,1229:09,15,1.098
Jadon Bowton,Washington,Sr.,6-4,GK,19,19,,,,,,,,,,,,,,,,0,0,44,,,,1717:15,21,1.101
Alejandro DeLaTorre,UIW,Sr.,-,GK,18,18,,,,,,,,,,,,,,,,0,0,81,4.50,0.802,,1620:00,20,1.111
Marten Brink,Marquette,So.,6-7,GK,8,,,,,,,,,,,,,,,,,0,0,,,,,720:00,9,1.125
Diego Chavez,Duquesne,Sr.,6-2,GK,15,15,,,,,,,,,,,,,,,,0,1,45,3.00,0.726,,1349:19,17,1.134
Eddie DeMarco,Marshall,Jr.,6-2,GK,13,,,,,,,,,,,,,,,,,0,0,,,,,1181:15,15,1.143
Alex Lindewirth,Western Mich.,Jr.,6-3,GK,19,19,,,,,,,,,,,,,,,,0,0,63,3.32,0.768,,1485:00,19,1.152
Joao Mesquita,Oral Roberts,Sr.,5-10,GK,10,,,,,,,,,,,,,,,,,0,0,39,3.90,0.780,,855:00,11,1.158
Cooper Jennings,Saint Joseph's,Jr.,6-1,GK,17,17,,,,,,,,,,,,,,,,0,0,48,,0.706,,1550:00,20,1.161
Atahan Arslan,NIU,Jr.,6-2,GK,15,15,,,,,,,,,,,,,,,,0,1,45,3.00,0.726,,1316:15,17,1.162
Alec McLachlan,St. John's (NY),Sr.,6-1,GK,17,,,,,,,,,,,,,,,,,0,0,,,,,1463:20,19,1.169
Matheus Rhormens,Queens (NC),So.,6-3,GK,17,17,,,,,,,,,,,,,,,,0,0,72,4.24,0.783,,1530:00,20,1.176
Josh Lane,Robert Morris,Jr.,6-2,GK,17,17,,,,,,,,,,,,,,,,0,0,61,3.59,0.753,,1522:07,20,1.183
Matthew Tibbetts,American,Sr.,6-2,GK,16,16,,,,,,,,,,,,,,,,0,0,53,3.31,0.736,,1441:54,19,1.186
Freddie Lapworth,Bucknell,Sr.,6-1,GK,16,16,,,,,,,,,,,,,,,,0,0,45,,0.714,,1359:54,18,1.191
Tyler Beck,Liberty,So.,6-4,GK,20,20,,,,,,,,,,,,,,,,0,0,59,2.95,0.711,,1800:00,24,1.200
Raphael Bartell,Drexel,Sr.,6-1,GK,10,,,,,,,,,,,,,,,,,0,0,29,2.90,0.707,,885:41,12,1.219
Mateo Buyu,Holy Cross,So.,6-2,GK,11,,,,,,,,,,,,,,,,,0,0,29,,0.690,,958:47,13,1.220
Enzo Gil,Bowling Green,Jr.,6-1,GK,9,9,,,,,,,,,,,,,,,,0,0,50,5.56,0.820,,810:00,11,1.222
Dean Kelliher,Columbia,Sr.,6-2,GK,9,,,,,,,,,,,,,,,,,0,0,30,3.33,0.732,,810:00,11,1.222
Lucas Ortiz,Eastern Ill.,Jr.,6-0,GK,9,,,,,,,,,,,,,,,,,0,0,29,3.22,0.725,,810:00,11,1.222
Scott Williams,New Hampshire,Sr.,6-4,GK,13,13,,,,,,,,,,,,,,,,0,0,45,3.46,0.750,,1099:39,15,1.228
Heidar Hermannsson,Stony Brook,Fr.,6-3,GK,14,14,,,,,,,,,,,,,,,,0,0,48,3.43,0.738,,1244:11,17,1.230
Evan Chomow,Fairfield,Fr.,6-5,GK,15,15,,,,,,,,,,,,,,,,0,0,75,5.00,0.806,,1317:15,18,1.230
Isaac Nehme,Denver,Sr.,6-0,GK,21,21,,,,,,,,,,,,,,,,0,1,52,,,,1900:24,26,1.231
Devin Armstrong,NJIT,Sr.,6-2,GK,17,17,,,,,,,,,,,,,,,,3,0,71,4.18,0.772,,1530:00,21,1.235
Hugo Do Rego,California Baptist,Jr.,6-0,GK,16,16,,,,,,,,,,,,,,,,0,0,61,3.81,0.753,,1442:30,20,1.248
Erik Jaspers,James Madison,So.,-,GK,12,12,,,,,,,,,,,,,,,,0,0,57,4.75,0.792,,1080:00,15,1.250
Blake Kelly,Notre Dame,So.,6-2,GK,20,20,,,,,,,,,,,,,,,,0,0,71,3.55,0.740,,1794:59,25,1.253
Alex Kron,Northern Ky.,So.,6-3,GK,15,15,,,,,,,,,,,,,,,,0,0,49,3.27,0.721,,1350:00,19,1.267
Bennet Glinder,Siena,Jr.,6-2,GK,19,19,,,,,,,,,,,,,,,,0,0,73,3.84,0.753,,1693:55,24,1.275
Juanvi Muñoz,UCF,Sr.,6-0,GK,21,21,,,,,,,,,,,,,,,,0,0,60,2.86,0.690,,1903:06,27,1.277
Jack Moxom,Pittsburgh,Jr.,6-3,GK,18,18,,,,,,,,,,,,,,,,0,0,55,3.06,0.705,,1620:00,23,1.278
Diego Garciarena,Saint Francis,Jr.,6-1,GK,14,14,,,,,,,,,,,,,,,,0,0,64,4.57,0.780,,1263:25,18,1.282
Holden Brown,Indiana,Sr.,6-4,GK,14,14,,,,,,,,,,,,,,,,0,0,45,3.21,0.714,,1260:00,18,1.286
Jonathan Evans,Penn St.,So.,6-0,GK,14,14,,,,,,,,,,,,,,,,0,0,49,3.50,0.731,,1260:00,18,1.286
Lucas Beltran,Davidson,Jr.,6-2,GK,18,18,,,,,,,,,,,,,,,,0,0,53,2.94,0.697,,1603:42,23,1.291
Max Leviton,Campbell,So.,6-2,GK,19,19,,,,,,,,,,,,,,,,0,0,49,,,,1655:57,24,1.304
Noah Scheidweiler,SIUE,Fr.,6-3,GK,19,19,,,,,,,,,,,,,,,,0,0,66,3.47,0.733,,1632:57,24,1.323
Noah Schwengeler,UC Davis,Sr.,6-5,GK,18,18,,,,,,,,,,,,,,,,0,0,59,3.28,0.728,,1496:10,22,1.323
Oliver Weng,FGCU,So.,6-1,GK,13,13,,,,,,,,,,,,,,,,0,0,55,4.23,0.775,,1087:37,16,1.324
Ryan Carney,Providence,Fr.,6-3,GK,16,,,,,,,,,,,,,,,,,0,0,,,,,1427:01,21,1.324
Owen Cornell,UIC,Sr.,6-0,GK,15,,,,,,,,,,,,,,,,,0,0,43,2.87,,,1350:00,20,1.333
Alex Geczy,Massachusetts,Sr.,-,GK,12,,,,,,,,,,,,,,,,,0,0,40,3.33,0.714,,1080:00,16,1.333
Nicolò Radaelli,Stetson,Sr.,6-2,GK,16,16,,,,,,,,,,,,,,,,0,0,54,3.38,0.720,,1401:16,21,1.349
Joseph Andema,Clemson,Sr.,6-0,GK,17,,,,,,,,,,,,,,,,,0,0,,,,,1520:07,23,1.362
Matisse Hebert,Wisconsin,So.,6-4,GK,14,,,,,,,,,,,,,,,,,0,0,,,,,1185:28,18,1.367
Cameron Maung-Maung,IU Indy,Sr.,5-11,GK,15,15,,,,,,,,,,,,,,,,0,0,45,3.00,0.703,,1235:25,19,1.384
Michael Statham,Old Dominion,Sr.,6-4,GK,17,17,,,,,,,,,,,,,,,,0,0,68,4.00,0.739,,1550:00,24,1.394
Robert Eaton,Navy,Sr.,6-3,GK,16,16,,,,,,,,,,,,,,,,0,0,74,4.63,0.771,,1419:22,22,1.395
Cullen MacNeil,Harvard,Sr.,6-5,GK,10,,,,,,,,,,,,,,,,,0,0,37,3.70,0.725,,900:00,14,1.400
Herman Seierstad Johnsen,Monmouth,Fr.,6-2,GK,10,10,,,,,,,,,,,,,,,,0,0,49,4.90,0.778,,900:00,14,1.400
Andrew Hermosillo,UC Riverside,Jr.,6-2,GK,14,14,,,,,,,,,,,,,,,,0,0,45,3.21,0.703,,1215:00,19,1.407
Cole Thompson,Oakland,So.,6-1,GK,12,12,,,,,,,,,,,,,,,,0,0,48,4.00,0.738,,1080:00,17,1.417
Jourdan Schumacher,Col. of Charleston,Sr.,6-2,GK,14,14,,,,,,,,,,,,,,,,0,0,48,3.43,0.706,,1260:00,20,1.429
Sheraz Saadat,Boston U.,Sr.,6-6,GK,9,,,,,,,,,,,,,,,,,0,0,38,4.22,0.745,,810:00,13,1.444
Jamie Lowell,Marist,Sr.,6-4,GK,16,16,,,,,,,,,,,,,,,,0,0,48,3.00,,,1428:59,23,1.449
Anton Kinnunen,Lehigh,So.,-,GK,20,20,,,,,,,,,,,,,,,,0,0,71,3.55,0.710,,1799:44,29,1.450
Zac Kelly,Michigan St.,Sr.,6-0,GK,16,16,,,,,,,,,,,,,,,,0,0,44,,,,1423:04,23,1.455
Eddy Vargas,San Diego St.,Sr.,6-0,GK,14,14,,,,,,,,,,,,,,,,0,0,45,3.21,0.703,,1172:41,19,1.458
Sam Bentley,Saint Mary's (CA),So.,6-3,GK,16,16,,,,,,,,,,,,,,,,0,0,54,3.38,0.701,,1419:24,23,1.458
Jahiem Wickham,South Fla.,Sr.,6-4,GK,17,17,,,,,,,,,,,,,,,,0,0,61,3.59,0.709,,1530:29,25,1.470
Moritz Krenc,St. Thomas (MN),Jr.,-,GK,13,,,,,,,,,,,,,,,,,0,0,,,,,1140:40,19,1.499
Lucca Barros,UNC Asheville,Fr.,6-2,GK,16,,,,,,,,,,,,,,,,,0,0,,,,,1440:00,24,1.500
Hugo Lemos,UNLV,Jr.,-,GK,16,16,,,,,,,,,,,,,,,,0,0,51,3.19,,,1440:00,24,1.500
Cameron Simpson,Marquette,So.,6-2,GK,8,,,,,,,,,,,,,,,,,0,0,28,3.50,0.700,,720:00,12,1.500
Tobias Jahn,Northeastern,Sr.,6-2,GK,15,15,,,,,,,,,,,,,,,,3,0,64,4.27,0.736,,1350:00,23,1.533
Nigel Van Haveren,FIU,Jr.,6-6,GK,16,16,,,,,,,,,,,,,,,,0,0,54,3.38,,,1460:00,25,1.541
Jonny Mennell,Xavier,Sr.,6-5,GK,11,11,,,,,,,,,,,,,,,,0,0,47,4.27,0.734,,988:28,17,1.548
Trevor Maloney,VCU,Jr.,6-1,GK,17,17,,,,,,,,,,,,,,,,0,0,48,,,,1395:00,24,1.548
Nic Diana,Milwaukee,Jr.,6-1,GK,18,18,,,,,,,,,,,,,,,,3,0,75,4.17,0.728,,1620:00,28,1.556
Moritz Conrad,Saint Peter's,So.,6-3,GK,14,14,,,,,,,,,,,,,,,,0,0,60,4.29,0.741,,1215:00,21,1.556
Tim Baerwalde,Presbyterian,Sr.,6-2,GK,20,20,,,,,,,,,,,,,,,,0,0,69,3.45,0.690,,1787:48,31,1.561
Jonah Mednard,Wake Forest,So.,6-2,GK,17,17,,,,,,,,,,,,,,,,0,0,53,3.12,,,1438:02,25,1.565
Harrison Gough,Coastal Carolina,Jr.,6-1,GK,10,,,,,,,,,,,,,,,,,0,0,38,3.80,0.704,,920:00,16,1.565
Henry Hampshaw,Mercer,So.,6-1,GK,18,18,,,,,,,,,,,,,,,,0,0,66,3.67,0.702,,1603:45,28,1.571
Andrej Borak,Boston College,Fr.,6-5,GK,14,14,,,,,,,,,,,,,,,,3,0,63,4.50,0.741,,1260:00,22,1.571
Nelton Semedo,Merrimack,Sr.,6-0,GK,14,14,,,,,,,,,,,,,,,,0,0,54,3.86,0.711,,1260:00,22,1.571
John Nicolson,Oregon St.,So.,6-3,GK,17,,,,,,,,,,,,,,,,,0,0,,,,,1543:27,27,1.574
Ludvig Malberg,Manhattan,Sr.,6-4,GK,16,16,,,,,,,,,,,,,,,,0,0,83,5.19,0.755,,1422:27,27,
Nolan Premack,UC San Diego,Sr.,6-4,GK,11,11,,,,,,,,,,,,,,,,0,0,51,4.64,0.750,,936:00,17,
Marius Helias,Rider,Sr.,6-3,GK,11,11,,,,,,,,,,,,,,,,0,0,59,5.36,0.738,,945:00,21,
Micah Ramirez,Western Ill.,Sr.,6-0,GK,20,20,,,,,,,,,,,,,,,,0,0,92,4.60,0.736,,1773:28,33,
Emil Holmberg,ETSU,Fr.,-,GK,15,15,,,,,,,,,,,,,,,,0,0,73,4.87,0.730,,1358:33,27,
Valentin Kneis,La Salle,Sr.,6-3,GK,16,16,,,,,,,,,,,,,,,,0,0,70,4.38,0.729,,1440:00,26,
Grant Wyles,Niagara,Jr.,6-1,GK,14,14,,,,,,,,,,,,,,,,0,0,67,4.79,0.728,,1260:00,25,
Tom Macauley,George Washington,Jr.,6-2,GK,15,15,,,,,,,,,,,,,,,,0,0,74,4.93,0.725,,1330:18,28,
Dominic Dominguez,Canisius,Sr.,5-11,GK,11,,,,,,,,,,,,,,,,,0,0,41,3.73,0.719,,900:00,16,
Liam Keiller,Howard,So.,6-2,GK,11,11,,,,,,,,,,,,,,,,0,0,55,5.00,0.714,,990:00,22,
Andres Rosales,Sacramento St.,Sr.,6-6,GK,11,11,,,,,,,,,,,,,,,,0,0,55,5.00,0.714,,900:00,22,
Alex Yagudayev,Villanova,So.,6-2,GK,11,11,,,,,,,,,,,,,,,,0,0,47,4.27,0.712,,990:00,19,
Julian Marcos,Mount St. Mary's,Sr.,6-3,GK,17,17,,,,,,,,,,,,,,,,4,0,70,4.12,0.707,,1530:00,29,
Conrad Lee,Yale,Sr.,6-4,GK,15,15,,,,,,,,,,,,,,,,0,0,62,4.13,0.705,,1336:32,26,
Chema Preciado,Gonzaga,Jr.,6-2,GK,16,16,,,,,,,,,,,,,,,,0,0,63,3.94,0.700,,1430:03,27,
Javier Ramirez,Central Ark.,Sr.,6-1,GK,10,10,,,,,,,,,,,,,,,,0,1,56,5.60,0.700,,871:10,24,
Ben Miller,Radford,So.,6-2,GK,17,17,,,,,,,,,,,,,,,,0,0,79,4.65,0.699,,1500:31,34,
Drew Berry,Bradley,Sr.,6-2,GK,17,17,,,,,,,,,,,,,,,,0,0,84,4.94,0.694,,1530:00,37,
Alex Kara,Lipscomb,So.,6-4,GK,13,13,,,,,,,,,,,,,,,,0,0,61,4.69,0.693,,1170:00,27,
Ryan Eapen,William & Mary,Jr.,6-3,GK,9,9,,,,,,,,,,,,,,,,0,0,47,5.22,0.691,,773:51,21,
Loan Marin,Georgia St.,Sr.,6-2,GK,18,18,,,,,,,,,,,,,,,,3,0,69,3.83,0.690,,1620:00,31,
Jack Kilstrom,Winthrop,Jr.,6-5,GK,15,15,,,,,,,,,,,,,,,,0,0,73,4.87,0.689,,1277:15,33,
Jacob English,Southern Ind.,Fr.,6-2,GK,16,16,,,,,,,,,,,,,,,,0,0,80,5.00,,,1259:06,,
Johan Rodriguez Morales,Chicago St.,Sr.,6-0,GK,13,13,,,,,,,,,,,,,,,,0,0,65,5.00,,,1105:10,,
Zack Murphy,VMI,Sr.,6-0,GK,17,17,,,,,,,,,,,,,,,,0,0,83,4.88,,,1485:00,,
Diego Dauzier,Temple,So.,6-2,GK,9,,,,,,,,,,,,,,,,,0,0,41,4.56,,,810:00,,
Jaume Salvado,George Mason,Sr.,6-0,GK,15,15,,,,,,,,,,,,,,,,3,0,65,4.33,,,1350:00,,
Max Hinke,Longwood,Sr.,6-1,GK,11,11,,,,,,,,,,,,,,,,0,0,45,4.09,,,936:43,,
Alessandro Malterer,Wright St.,Sr.,5-10,GK,12,12,,,,,,,,,,,,,,,,0,0,48,4.00,,,1080:00,,
Jarrett Wuerslin,USC Upstate,So.,6-1,GK,18,18,,,,,,,,,,,,,,,,0,0,71,3.94,,,1575:00,,
Brody Smith,Air Force,So.,6-5,GK,16,16,,,,,,,,,,,,,,,,0,0,63,3.94,,,1392:55,,
Charlie Lanphier,Seattle U,Sr.,6-5,GK,14,14,,,,,,,,,,,,,,,,0,0,53,3.79,,,1260:00,,
Trey Smiley,UNCW,Jr.,6-4,GK,16,16,,,,,,,,,,,,,,,,0,0,58,3.63,,,1430:44,,
Aurie Briscoe,Butler,Sr.,6-1,GK,17,17,,,,,,,,,,,,,,,,0,0,60,3.53,,,1530:00,,
Matthew Pisani,Quinnipiac,Sr.,6-3,GK,10,,,,,,,,,,,,,,,,,0,0,35,3.50,,,855:00,,
Ciaran Dalton,Rutgers,Sr.,6-2,GK,17,17,,,,,,,,,,,,,,,,0,0,59,3.47,,,1530:00,,
Max Trejo,Ohio St.,Sr.,6-2,GK,15,15,,,,,,,,,,,,,,,,0,0,52,3.47,,,1350:00,,
Zenden Hart,CSU Bakersfield,Sr.,6-1,GK,17,17,,,,,,,,,,,,,,,,0,0,57,3.35,,,1530:00,,
Konstantinos Dellas,Dartmouth,So.,6-5,GK,10,,,,,,,,,,,,,,,,,0,0,33,3.30,,,724:24,,
Kamy Ndione,Omaha,Jr.,6-2,GK,10,,,,,,,,,,,,,,,,,0,0,33,3.30,,,900:00,,
Santiago Davila,DePaul,Sr.,6-2,GK,11,,,,,,,,,,,,,,,,,0,0,36,3.27,,,990:00,,
Filip Sabatti,Memphis,Sr.,6-2,GK,12,,,,,,,,,,,,,,,,,0,0,38,3.17,,,1080:00,,
Henrik Weiper,Brown,Sr.,-,GK,9,,,,,,,,,,,,,,,,,0,0,28,3.11,,,740:40,,
Tom Mabon,UAB,So.,-,GK,10,,,,,,,,,,,,,,,,,0,0,31,3.10,,,900:00,,
Luca Campoli,Utah Tech,Fr.,6-1,GK,12,,,,,,,,,,,,,,,,,0,0,37,3.08,,,1054:49,,
Emanuel Padilla,Cal St. Fullerton,Sr.,6-2,GK,12,,,,,,,,,,,,,,,,,0,0,37,3.08,,,942:01,,
Mateus Ruiz-Hurst,Pacific,Sr.,6-2,GK,13,,,,,,,,,,,,,,,,,0,0,40,3.08,,,1153:26,,
Felix Schöne,St. Bonaventure,Fr.,6-1,GK,13,,,,,,,,,,,,,,,,,0,0,37,2.85,,,1148:44,,
Eli Bannister,Mercer,Fr.,6-1,D,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Harry Elmore,Saint Francis,Fr.,5-10,M,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Dylan Groeneveld,Stanford,Jr.,6-1,M,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Adam Hillis,UC San Diego,Sr.,6-3,M,16,,,,,,,,,,,,,,,,,7,1,,,,,,,
Christian Kyriacou,Mount St. Mary's,So.,5-11,D,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Zack Lillington,UC Davis,Sr.,6-4,M,18,,3,,,,,,,60,3.33,24,1.33,0.400,,,,7,0,,,,,,,
Cade Maglione,Lafayette,So.,5-9,M,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Marqes Muir,Kentucky,Jr.,6-1,D,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Jabari Rasheed,Northern Ky.,So.,6-0,D,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Jaime Roman,Iona,Jr.,5-8,M,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Marcos Soria,Purdue Fort Wayne,Sr.,5-9,D,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Alejandro Vigil,Central Conn. St.,Fr.,-,M,,,,,,,,,,,,,,,,,,7,0,,,,,,,
Jamie Wynne,Old Dominion,Sr.,5-10,F,16,,,,,,,,,,,,,,,,,7,1,,,,,,,
Mason Abdella,Utah Valley,So.,6-0,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Fernando Adrados Castro,Western Ill.,So.,-,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Cesar Batres,Saint Mary's (CA),So.,5-10,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Elias Betancourt,Fordham,Jr.,5-9,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Itamar Biton,USC Upstate,Fr.,5-7,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Jamahl Brown,Queens (NC),Sr.,5-9,F,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Pablo Calvete,Evansville,Jr.,6-2,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Jack Clarkson,UNCW,Sr.,6-1,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Cameron Cook,San Jose St.,So.,5-7,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Kelvin Da Costa,Syracuse,So.,5-10,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Evans Dapaah,Campbell,Jr.,5-10,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Sam Davis,Lehigh,Sr.,6-0,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Gabriel Duchovny,Princeton,Sr.,6-0,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Alberto Esquivel,La Salle,So.,5-9,-,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Angel Fernandez,San Jose St.,Jr.,5-10,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Bennett Gerak,Northern Ky.,Jr.,6-0,M,15,,1,,,,,,,30,,12,,0.400,,,,6,0,,,,,,,
Thomas Gilej,Ohio St.,Sr.,6-3,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Benjamin Gooding,UNCW,Fr.,5-10,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Zack Harris,CSUN,Jr.,6-0,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Ryan Holmes,Marshall,Sr.,5-11,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Pavle Ivkovic,Milwaukee,Fr.,6-3,D,15,,,,,,,,,,,,,,,,,6,1,,,,,,,
Aarush Kamath,UIW,Jr.,-,-,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Nathan Lagoa,Stonehill,Sr.,5-10,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Jake Lane,Old Dominion,Jr.,5-8,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Troy Matingou,Howard,Sr.,6-5,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Ben McGovern,George Washington,Fr.,6-0,M,16,,,,,,,,,,,,,,,,,6,1,,,,,,,
Nico Medina,George Washington,Jr.,5-7,M,15,,,,,,,,,,,,,,,,,6,2,,,,,,,
James Melnick,Lafayette,So.,6-0,MD,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Jack Meyer,Army West Point,Sr.,5-10,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Calle Mollerberg,UC Santa Barbara,Jr.,6-3,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Jeloni Murray-Powell,Green Bay,Sr.,5-11,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Ben Norris,San Francisco,Fr.,5-11,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Nik Orth,San Diego St.,Fr.,6-0,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Kirill Pakhomov,Marshall,Jr.,6-4,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Jack Pymm,Stanford,Fr.,6-0,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Tommy Redd,Mercer,Sr.,6-0,MD,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Nick Relerford,Cal St. Fullerton,Sr.,5-9,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Diego Sanchez,Grand Canyon,Fr.,5-10,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Arber Shala,FGCU,Jr.,5-11,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Trey Sheeler,Lehigh,Jr.,6-3,D,16,,,,,,,,,,,,,,,,,6,1,,,,,,,
Nk Tima,FDU,Sr.,5-10,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Owen Travis,FIU,Sr.,6-3,D,17,,,,,,,,,,,,,,,,,6,1,,,,,,,
Ryan Wagner,Furman,So.,6-4,D,20,,,,,,,,,,,,,,,,,6,1,,,,,,,
Dylan Wojdyla,Seattle U,Fr.,5-9,D,,,,,,,,,,,,,,,,,,6,0,,,,,,,
